Compound_CID,Name,SMILES,InChIKey
5280489,Beta-Carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,OENHQHLEOONYIE-JLTXGRSLSA-N
5281417,Esculin,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,XHCADAYNFIFUHF-TVKJYDDYSA-N
5284441,Phenoxybenzamine Hydrochloride,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,VBCPVIWPDJVHAN-UHFFFAOYSA-N
54676038,Dicoumarol,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,DOBMPNYZJYQDGZ-UHFFFAOYSA-N
54680782,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, hydrochloride (1:1), (4S,4aR,5S,5aR,6S,12aS)-",C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,SVDOODSCHVSYEK-IFLJXUKPSA-N
54686764,Demeclocycline hydrochloride,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,OAPVUSSHCBRCOL-KBHRXELFSA-N
441374,Kanamycin A Sulfate,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O,OOYGSFOGFJDDHP-KMCOLRRFSA-N
441371,Erythromycin Estolate,CCCCCCCCCCCCOS(=O)(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,AWMFUEJKWXESNL-JZBHMOKNSA-N
19004,Clidinium Bromide,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],GKEGFOKQMZHVOW-UHFFFAOYSA-M
20933,Carbenicillin Disodium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+],RTYJTGSCYUUYAL-YCAHSCEMSA-L
17683,Mebeverine Hydrochloride,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl,PLGQWYOULXPJRE-UHFFFAOYSA-N
25096,Hydroxyzine Pamoate,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,ASDOKGIIKXGMNB-UHFFFAOYSA-N
22162,Cyclopentolate Hydrochloride,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O.Cl,RHKZVMUBMXGOLL-UHFFFAOYSA-N
27503,Disodium Cromoglycate,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],VLARUOGDXDTHEH-UHFFFAOYSA-L
83823,Orphenadrine Citrate,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,MMMNTDFSPSQXJP-UHFFFAOYSA-N
86471,Guanethidine Monosulfate,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O,YUFWAVFNITUSHI-UHFFFAOYSA-N
3000715,Thiopental,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,IUJDSEJGGMCXSG-UHFFFAOYSA-N
23666105,Monopril,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+],TVTJZMHAIQQZTL-WATAJHSMSA-M
188803,N-Acetylaspartylglutamic acid,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,OPVPGKGADVGKTG-BQBZGAKWSA-N
207841,Procyclidine hydrochloride,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,ZFSPFXJSEHCTTR-UHFFFAOYSA-N
23667300,Cefoxitin Sodium,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],GNWUOVJNSFPWDD-XMZRARIVSA-M
3821,Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-UHFFFAOYSA-N
3007,Amphetamine,CC(CC1=CC=CC=C1)N,KWTSXDURSIMDCE-UHFFFAOYSA-N
2802,Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N
4058,Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,XADCESSVHJOZHK-UHFFFAOYSA-N
14051,Ethambutol Hydrochloride,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,AUAHHJJRFHRVPV-BZDVOYDHSA-N
15851,Ketamine Hydrochloride,CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl,VCMGMSHEPQENPE-UHFFFAOYSA-N
71405,Pirenzepine Hydrochloride,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4.Cl.Cl,FFNMBRCFFADNAO-UHFFFAOYSA-N
71833,Hydrastinine Hydrochloride,CN1CCC2=CC3=C(C=C2C1O)OCO3.Cl,DLNQCQJCIITVHC-UHFFFAOYSA-N
73957,Pramoxine Hydrochloride,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,SYCBXBCPLUFJID-UHFFFAOYSA-N
5281033,Pyrantel Pamoate,CN1CCCN=C1/C=C/C2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,AQXXZDYPVDOQEE-MXDQRGINSA-N
5281069,Clemastine Fumarate,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,PMGQWSIVQFOFOQ-YKVZVUFRSA-N
54676538,Meclocycline sulfosalicylate,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,WVJKUGVVYXCLFV-CCHMMTNSSA-N
54685920,Doxycycline Hydrochloride,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,PTNZGHXUZDHMIQ-CVHRZJFOSA-N
54704426,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, hydrochloride (1:1), (4S,4aS,5aS,6S,12aS)-",C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,YCIHPQHVWDULOY-FMZCEJRJSA-N
23667628,Dicloxacillin Sodium,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],GXOMMGAFBINOJY-SLINCCQESA-M
23675322,Cefazolin Sodium,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-].[Na+],FLKYBGKDCCEQQM-WYUVZMMLSA-M
23663939,Novobiocin Sodium,CC1=C(C=CC2=C1OC(=O)C(=C2[O-])NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O.[Na+],WWPRGAYLRGSOSU-RNROJPEYSA-M
23663979,Ampicillin Sodium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],KLOHDWPABZXLGI-YWUHCJSESA-M
197066,Tripelennamine Citrate,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,GGRBYIUPUOYRLQ-UHFFFAOYSA-N
311,Citric Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N
39042,Bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,IIBYAHWJQTYFKB-UHFFFAOYSA-N
104762,Mizoribine,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,HZQDCMWJEBCWBR-UUOKFMHZSA-N
3693427,Sulfaquinoxaline Sodium,C1=CC=C2C(=C1)N=CC(=N2)[N-]S(=O)(=O)C3=CC=C(C=C3)N.[Na+],WXUQBKOBXREBBX-UHFFFAOYSA-N
23675312,Cephapirin Sodium,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],VGEOUKPOQQEQSX-OALZAMAHSA-M
23675320,Cloxacillin Sodium,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],SCLZRKVZRBKZCR-SLINCCQESA-M
23676814,Penicillin V Potassium,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],HCTVWSOKIJULET-LQDWTQKMSA-M
23665411,Tolmetin Sodium,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].[Na+],QGUALMNFRILWRA-UHFFFAOYSA-M
2145,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,ROBVIMPUHSLWNV-UHFFFAOYSA-N
3845,Kynurenic Acid,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,HCZHHEIFKROPDY-UHFFFAOYSA-N
1727,4-Aminopyridine,C1=CN=CC=C1N,NUKYPUAOHBNCPY-UHFFFAOYSA-N
2351,Bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,UIEATEWHFDRYRU-UHFFFAOYSA-N
896,Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,DRLFMBDRBRZALE-UHFFFAOYSA-N
3448,Gaboxadol,C1CNCC2=C1C(=O)NO2,ZXRVKCBLGJOCEE-UHFFFAOYSA-N
1646,Tramiprosate,C(CN)CS(=O)(=O)O,SNKZJIOFVMKAOJ-UHFFFAOYSA-N
2266,Azelaic Acid,C(CCCC(=O)O)CCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N
2722,Chloroxine,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,WDFKMLRRRCGAKS-UHFFFAOYSA-N
2762,Cinoxacin,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N
3194,Ebselen,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,DYEFUKCXAQOFHX-UHFFFAOYSA-N
4106,Methiothepin,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,RLJFTICUTYVZDG-UHFFFAOYSA-N
4477,Niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N
5405,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N
6101,p-Toluenesulfonic acid,CC1=CC=C(C=C1)S(=O)(=O)O,JOXIMZWYDAKGHI-UHFFFAOYSA-N
4239,"1,2,3-Oxadiazolium, 5-((ethoxycarbonyl)amino)-3-(4-morpholinyl)-",CCOC(=O)NC1=C[N+](=NO1)N2CCOCC2,XLFWDASMENKTKL-UHFFFAOYSA-O
9064,Catechin,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-DZGCQCFKSA-N
5702129,Triprolidine Hydrochloride Anhydrous,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3.Cl,WYUYEJNGHIOFOC-NWBUNABESA-N
5702273,Clenbuterol Hydrochloride,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,OPXKTCUYRHXSBK-UHFFFAOYSA-N
5702285,Tulobuterol Hydrochloride,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,RSLNRVYIRDVHLY-UHFFFAOYSA-N
36708,Propafenone Hydrochloride,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,XWIHRGFIPXWGEF-UHFFFAOYSA-N
62969,Verapamil Hydrochloride,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,DOQPXTMNIUCOSY-UHFFFAOYSA-N
41114,Nicardipine Hydrochloride,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,AIKVCUNQWYTVTO-UHFFFAOYSA-N
62882,Propranolol Hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,ZMRUPTIKESYGQW-UHFFFAOYSA-N
64150,Amantadine Hydrochloride,C1C2CC3CC1CC(C2)(C3)N.Cl,WOLHOYHSEKDWQH-UHFFFAOYSA-N
47812,Pergolide Mesylate,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,UWCVGPLTGZWHGS-ZORIOUSZSA-N
47499,Moxalactam,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,JWCSIUVGFCSJCK-CAVRMKNVSA-N
51082,Mitoxantrone Hydrochloride,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,ZAHQPTJLOCWVPG-UHFFFAOYSA-N
68624,Lomefloxacin Hydrochloride,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,KXEBLAPZMOQCKO-UHFFFAOYSA-N
108013,"4-(((2-Amino-3,5-dibromophenyl)methyl)amino)cyclohexan-1-ol--hydrogen chloride (1/1)",C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl,QNVKOSLOVOTXKF-UHFFFAOYSA-N
90010,Carbetapentane Citrate,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,AKJDEXBCRLOVTH-UHFFFAOYSA-N
92163,Prilocaine Hydrochloride,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,BJPJNTKRKALCPP-UHFFFAOYSA-N
237,(+-)-Quinacrine,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,GPKJTRJOBQGKQK-UHFFFAOYSA-N
305,Choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N
1045,Putrescine,C(CCN)CN,KIDHWZJUCRJVML-UHFFFAOYSA-N
1645,3-Aminobenzamide,C1=CC(=CC(=C1)N)C(=O)N,GSCPDZHWVNUUFI-UHFFFAOYSA-N
1981,Acemetacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,FSQKKOOTNAMONP-UHFFFAOYSA-N
2353,Berberine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,YBHILYKTIRIUTE-UHFFFAOYSA-N
2749,Ciclopirox,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,SCKYRAXSEDYPSA-UHFFFAOYSA-N
2993,Dequalinium,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,PCSWXVJAIHCTMO-UHFFFAOYSA-P
3229,Enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,IDYZIJYBMGIQMJ-UHFFFAOYSA-N
4021,Mci-186,CC1=NN(C(=O)C1)C2=CC=CC=C2,QELUYTUMUWHWMC-UHFFFAOYSA-N
4189,Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,BYBLEWFAAKGYCD-UHFFFAOYSA-N
119,Gamma-Aminobutyric Acid,C(CC(=O)O)CN,BTCSSZJGUNDROE-UHFFFAOYSA-N
2119,Alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,PAZJSJFMUHDSTF-UHFFFAOYSA-N
2247,Astemizole,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,GXDALQBWZGODGZ-UHFFFAOYSA-N
2327,Benserazide,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,BNQDCRGUHNALGH-UHFFFAOYSA-N
2551,Carbamylcholine,C[N+](C)(C)CCOC(=O)N,VPJXQGSRWJZDOB-UHFFFAOYSA-O
3335,Fenbufen,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,ZPAKPRAICRBAOD-UHFFFAOYSA-N
3827,Ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,ZCVMWBYGMWKGHF-UHFFFAOYSA-N
4039,Meclofenoxate,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl,XZTYGFHCIAKPGJ-UHFFFAOYSA-N
864,alpha Lipoic acid,C1CSSC1CCCCC(=O)O,AGBQKNBQESQNJD-UHFFFAOYSA-N
2132,Ambroxol,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,JBDGDEWWOUBZPM-UHFFFAOYSA-N
3276,Etanidazole,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO,WCDWBPCFGJXFJZ-UHFFFAOYSA-N
1066,Quinolinic Acid,C1=CC(=C(N=C1)C(=O)O)C(=O)O,GJAWHXHKYYXBSV-UHFFFAOYSA-N
1102,Spermidine,C(CCNCCCN)CN,ATHGHQPFGPMSJY-UHFFFAOYSA-N
2562,Carbetapentane,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,CFJMRBQWBDQYMK-UHFFFAOYSA-N
2910,Cyclothiazide,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,BOCUKUHCLICSIY-UHFFFAOYSA-N
3198,Econazole,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,LEZWWPYKPKIXLL-UHFFFAOYSA-N
3598,Hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N
3718,Indoprofen,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,RJMIEHBSYVWVIN-UHFFFAOYSA-N
3830,Kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,QANMHLXAZMSUEX-UHFFFAOYSA-N
3998,Mafenide,C1=CC(=CC=C1CN)S(=O)(=O)N,TYMRLRRVMHJFTF-UHFFFAOYSA-N
4098,Methapyrilene,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,HNJJXZKZRAWDPF-UHFFFAOYSA-N
4436,Naphazoline,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,CNIIGCLFLJGOGP-UHFFFAOYSA-N
4488,Niflumic Acid,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,JZFPYUNJRRFVQU-UHFFFAOYSA-N
4628,Oxolinic Acid,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,KYGZCKSPAKDVKC-UHFFFAOYSA-N
4636,Oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,WYWIFABBXFUGLM-UHFFFAOYSA-N
4652,Fenclonine,C1=CC(=CC=C1CC(C(=O)O)N)Cl,NIGWMJHCCYYCSF-UHFFFAOYSA-N
4688,Pargyline,CN(CC#C)CC1=CC=CC=C1,DPWPWRLQFGFJFI-UHFFFAOYSA-N
4696,Patulin,C1C=C2C(=CC(=O)O2)C(O1)O,ZRWPUFFVAOMMNM-UHFFFAOYSA-N
4912,Probucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,FYPMFJGVHOHGLL-UHFFFAOYSA-N
4992,Pyrilamine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,YECBIJXISLIIDS-UHFFFAOYSA-N
5320,Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,SKIVFJLNDNKQPD-UHFFFAOYSA-N
5344,Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,NHUHCSRWZMLRLA-UHFFFAOYSA-N
5504,Tolazoline,C1CN=C(N1)CC2=CC=CC=C2,JIVZKJJQOZQXQB-UHFFFAOYSA-N
6024,Cephalothin,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,XIURVHNZVLADCM-IUODEOHRSA-N
4622,Oxibendazole,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,RAOCRURYZCVHMG-UHFFFAOYSA-N
4906,Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N
4914,Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,MFDFERRIHVXMIY-UHFFFAOYSA-N
5318,Sulconazole,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,AFNXATANNDIXLG-UHFFFAOYSA-N
5342,Sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N
5850,Pentolinium,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,XSBSKEQEUFOSDD-UHFFFAOYSA-N
6014,Promethazine Hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,XXPDBLUZJRXNNZ-UHFFFAOYSA-N
6758,Rotenone,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,JUVIOZPCNVVQFO-HBGVWJBISA-N
4581,Octopamine,C1=CC(=CC=C1C(CN)O)O,QHGUCRYDKWKLMG-UHFFFAOYSA-N
4761,Pheniramine,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,IJHNSHDBIRRJRN-UHFFFAOYSA-N
5265,Spiperone,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,DKGZKTPJOSAWFA-UHFFFAOYSA-N
5329,Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,JLKIGFTWXXRPMT-UHFFFAOYSA-N
5593,Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,BGDKAVGWHJFAGW-UHFFFAOYSA-N
5709,Xylometazoline,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,HUCJFAOMUPXHDK-UHFFFAOYSA-N
5733,Zomepirac,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,ZXVNMYWKKDOREA-UHFFFAOYSA-N
6041,Phenylephrine,CNC[C@@H](C1=CC(=CC=C1)O)O,SONNWYBIRXJNDC-VIFPVBQESA-N
4567,Nylidrin,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,PTGXAUBQBSGPKF-UHFFFAOYSA-N
4687,Paraxanthine,CN1C=NC2=C1C(=O)N(C(=O)N2)C,QUNWUDVFRNGTCO-UHFFFAOYSA-N
4843,Piracetam,C1CC(=O)N(C1)CC(=O)N,GMZVRMREEHBGGF-UHFFFAOYSA-N
5335,Sulfaphenazole,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,QWCJHSGMANYXCW-UHFFFAOYSA-N
5359,Suprofen,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,MDKGKXOCJGEUJW-UHFFFAOYSA-N
5411,Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,GKCBAIGFKIBETG-UHFFFAOYSA-N
5419,(+-)-Tetrahydrozoline,C1CC(C2=CC=CC=C2C1)C3=NCCN3,BYJAVTDNIXVSPW-UHFFFAOYSA-N
5587,Tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,UFLGIAIHIAPJJC-UHFFFAOYSA-N
5707,Xylazine,CC1=C(C(=CC=C1)C)NC2=NCCCS2,BPICBUSOMSTKRF-UHFFFAOYSA-N
9351,Hydralazine Hydrochloride,C1=CC=C2C(=C1)C=NN=C2NN.Cl,ZUXNZUWOTSUBMN-UHFFFAOYSA-N
30928,Disopyramide Phosphate,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,CGDDQFMPGMYYQP-UHFFFAOYSA-N
30699,Cephapirin,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,UQLLWWBDSUHNEB-CZUORRHYSA-N
33254,Minaprine Hydrochloride,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl,GNUCGROXDZMCJI-UHFFFAOYSA-N
